0.5的爱情,﻿爱情,2014/9/12,蒲巴甲;李悦铭;江语晨;龚洁;,北京帧画影视文化传播有限公司;,河北志宝文化传媒有限公司;北京上视之光影视科技有限公司;,邢潇;,,56,1,1
新木偶奇遇记,,2016/9/30,叶方;王祺;顶妍;吴凡;,华夏电影发行有限责任公司;深圳善为影业股份有限公司;北京虎兔马影视文化发展有限公司;北京魔数映画文化传媒有限公司;北京金视通科技有限公司;北京有成影视文化有限公司;北京星游科技有限公司;,合肥创新符号影视文化有限公司;,陈磊;,,8.640000,2,1
新步步惊心,爱情,2015/8/7,杜志国;于波;杜玉明;成泰燊;周骏超;莫合塔尔;宋伊人;杨祐宁;顾宝明;窦骁;郭虹;陈意涵;,北京光线影业有限公司;,北京光线影业有限公司;华视影视投资（北京）有限公司;广州弘光电影投资合伙企业;新视界文化传媒有限公司;,宋迪;,,3221.3,1,1
新龙门客栈,,2013/2/14,徐锦江;熊欣欣;袁祥仁;梁家辉;张曼玉;吴启华;郑希怡;元彬;任世官;林青霞;甄子丹;任细官;王彤川;刘洵;陈志辉;,北京光线影业有限公司;,香港思远影业公司;,李惠民;,,641.810000,2,2
旋风九日,纪实/纪录片/历史,2015/5/15,亨利·基辛格;邓小平;吉米·卡特;陈天璇;兹比格涅夫·布热津斯基;萨日娜;,乐视影业（北京）有限公司;,昌荣传媒有限公司;北京中视广经文化发展有限公司;北京广义祯投资管理有限公司;国视经典影视制作投资有限公司;中央新闻纪录电影制片厂;,傅红星;,,1686.1,1,1
无人区,动作/公路/西部,2013/12/3,陶虹;黄渤;徐峥;余男;巴多;多布杰;王双宝;,引力影视投资有限公司;,北京橙天嘉禾影视制作有限公司;北京小马奔腾文化传媒股份有限公司;北京国立常升影视文化传播有限公司;印纪影视娱乐传媒有限公司;英皇（北京）文化发展有限公司;,宁浩;,,25959.2,1,1
无处可逃,惊秫/犯罪,2014/7/8,安娜·肯德里克;理查·詹金斯;神奈川宏幸;罗伯特·雷德福;布莱丹·格里森;苏珊·萨兰登;希亚·拉博夫;山姆·艾里奥特;朱莉·克里斯蒂;斯坦利·图齐;布里特·马灵;尼克·诺特;泰伦斯·霍华德;克里斯·库柏;斯蒂芬·鲁特;,Ascot Elite Entertainment Group ;华夏电影发行有限责任公司;Tanweer Films ;Wide Pictures ;IPA Asia Pacific ;Tele München Fernseh Produktionsgesellschaft (TMG) ;,,罗伯特·雷德福;,,319.2,1,1
无敌小飞猪,喜剧/儿童/魔幻,2015/4/3,徐少强;张立威;朱哲嶙;范泽熙;肖夏菲;于东泽;卡特琳娜·莫里诺;张植绿;何月涵;黄赞臣;范子轩;,北京中外世纪影视文化传播有限公司;,北京中外世纪影视文化传播有限公司;海宁火星人文化传播有限公司;亚德文化创意股份有限公司;香港星汇影视有限公司;北京蓝海龙文化传播有限公司;浙江泰皇影视文化有限公司;,宋占涛;,,308.2,1,1
无极限之危情速递,,2013/5/13,郑爽;张翰;释延能;傅华阳;张驰;江雨霏;洪彬;胡梦媛;曹帅;唐金;周童童;阎夏炎;刘馥怡;,北京新影联影业有限责任公司;北京今典影业有限公司;,北京今典影业有限公司;上海神兵天将影业有限公司;海莱坞影视发展有限公司;,傅华阳;,,660.850000,2,2
无法触碰的爱,爱情,2015/12/18,陈龙;姜超;林鹏;高姝瑶;于小澜;陈野;洪紫婷;,,影尚星光（北京）文化传媒有限公司;梅园艺影（北京）文化传媒有限公司;,徐艺华;,,0,1,1
无法证明,剧情/犯罪/悬疑,2015/6/26,买红妹;刘笑;高珑珂;张齐英;朱永棠;,,最高人民检察院影视中心;江西省铅山县人民政府;北京飞天魅影文化传播有限公司;,李萍萍;,,14.5,1,1
无脚鸟,剧情,2015/8/21,戚云鹏;徐扬;李雨格;,,北京帮柏美亚洲文化发展中心有限公司;,刘兆东;,,1.4,1,1
无间罪：僵尸重生,惊悚/恐怖,2012/11/23,尚华;梁小龙;刘锡明;刘倩;刘珈彤;,北京帧画面影视文化传播有限公司;千江水（北京）文化传媒有限公司;,墨雨春秋（北京）文化传媒有限公司;杭州国影文化创意有限公司;,夏咏;,,584.4,1,1
既然青春留不住,爱情/喜剧,2015/10/23,王迅;张翰;倪景阳;王啸坤;施予斐;贾盛强;廖娟;陈乔恩;郭子乾;陈雅斓;刘挺;曹汉超;林晓凡;,福建恒业影业有限公司;北京和润超凡电影发行放映有限公司;,福建恒业影业有限公司;杭州和润影视有限公司;北京天工异彩影视科技有限公司;北京和润鸿蒙影视文化有限公司;北京秦禾嘉业文化传媒有限公司;,田蒙;,,5018.5,1,1
日本战犯忏悔备忘录,剧情/纪录片,2015/11/10,,,南京广播电视台;中央新闻纪录电影制片厂;,樊志远;,,0,1,1
早安，冬日海,爱情,2014/1/10,张子文;钱泳辰;任容萱;,上海善喜影视传媒有限公司;,上海艺都文化传播有限公司;北京中视寰影文化传媒中心;,胡涵清;,,12.6,1,1
早见，晚爱,爱情,2013/7/19,童瑶;曹云金;叶一云;温海波;周渝民;姜寒;白羽;陈维涵;刘鑫;,万达影视传媒有限公司;,北京歌华传播中心有限公司;千色映画（北京）国际广告传媒有限公司;,刘国昌;,,244.2,1,1
时光大战,科幻/动作,2015/1/30,张炜迅;郭晨;李宁;康恩赫;刘萌萌;,北京基点影视文化传媒有限公司;,北京中亿影像国际文化传媒有限公司;,李长欣;,,44.9,1,1
时光恋人,爱情/幻想,2013/9/6,廖京生;李小璐;杜玉明;王姿霖;伊能静;立威廉;刘丹丹;方中信;,蘭发行团队;珠江影业传媒股份有限公司;恒大影视发行有限公司;,八一电影制片厂;北京电影学院青年电影制片厂;国家新闻出版广电总局电影卫星频道节目制作中心;恒大影视文化有限公司;海颂传媒（中国）股份有限公司;,沈东;,,413.6,1,1
时尚女郎之女人江湖,爱情,2015/11/6,张妍;黄彦;李彦彦;王旭;安泽;何奕;,东阳天天尚映影业有限公司;,中共宁波市海曙区宣传部;宁波龙泰影视有限公司;北京建元东堂文化传媒有限公司;,王海丰;,,2.2,1,1
时间都去哪了,爱情,2015/8/7,江平;杨紫;赵宁宇;巴特尔;金姝慧;高雅轩;陈圆;黑妹;王飞白;梁笑;李智;郭品超;程智博;郑弘;陈燕民;康俊龙;焦恩俊;潘雨辰;,火山石（北京）影视文化有限公司;深圳善为影业股份有限公司;,景德镇智博影业文化有限公司;深圳悠悠岁月文化发展有限公司;,车径行;,,21.2,1,1
昆塔·盒子总动员,动画,2013/8/2,吴磊;张云翼;孟祥龙;洪海天;程玉珠;狄菲菲;,华夏电影发行有限责任公司;北京安石英纳影视文化有限公司;浙江横店电影院线有限公司;浙江时代电影大世界有限公司;浙江星光电影院线有限公司;温州雁荡电影院线有限公司;,浙江电视台少儿频道;广东电视台卫视嘉佳卡通卫视;浙江博采传媒有限公司;浙江博卡思教育软件有限公司;杭州中国国际动漫节会展有限公司;北京秋日极光品牌管理有限责任公司;,李炼;,,1710.4,1,1
明日世界,科幻/悬疑/冒险,2015/5/26,皮尔斯·加格农;布丽特妮·罗伯森;乔治·克鲁尼;莫妮卡·甘德顿;蒂姆·麦格罗;凯瑟琳·哈恩;休·劳瑞;戴伦·萨赫拉维;朱迪·格雷尔;吉甘-迈克尔·凯;达瑞恩·普罗沃斯特;克里斯·鲍尔;保罗·麦克吉莱恩;拉菲·卡西迪;托马斯·罗宾森;克林特·卡尔顿;,华夏电影发行有限责任公司;,Babieka ;A113 ;,布拉德·伯德;,,11845.4,1,1
明日边缘,科幻/动作,2014/6/6,汤姆·克鲁斯;比尔·帕克斯顿;奇克·盖瑞;德拉古米尔·米希克;夏洛特·莱李;托尼·魏;羽田昌义;艾米莉·布朗特;劳拉·普沃;约翰尼·奥托;李·阿斯奎斯-科;玛丽安·吉恩·巴普..;杰里米·皮文;约纳斯·阿姆斯特朗;,华夏电影发行有限责任公司;,威秀影业;,道格·里曼;,,40642,1,1
星探,喜剧,2015/11/25,王合喜;罗家英;曹查理;陈百祥;赵硕之;戴梦梦;艾美琦;董敏莉;周柏豪;贾晓晨;,,名威影业公司;,仁杰;罗慧敏;,,15.3,1,1
星星的梦,剧情/励志/青春,2014/6/17,,,北京祥瑞万方影视文化传媒有限公司;,,,0.1,1,1
星海,,2015/4/11,吴孟达;苏有朋;徐若瑄;,上海电影股份有限公司影视发行分公司;北京新影联影业有限责任公司;华夏电影发行有限责任公司;中影星美电影院线有限公司;上海联和电影院线有限责任公司;万达电影院线股份有限公司;,上海电影制片厂;上海电影（集团）有限公司;国家新闻出版广电总局电影卫星频道节目制作中心;北京银梦影视艺术有限公司;东阳白颐影视文化有限公司;,肖桂云;李前宽;,,44.500000,2,2
星球大战：原力觉醒,动作/冒险/科幻,2016/1/9,马克·哈米尔;西蒙·佩吉;约翰·波耶加;沃维克·戴维斯;马克·斯坦利;露皮塔·尼永奥;肯·梁;安迪·瑟金斯;奥斯卡·伊萨克;马克斯·冯·西多;彼特·梅犹;肯尼·贝克;哈里森·福特;亚当·德利弗;格温多兰·克里斯蒂;伊科·乌艾斯;雅彦·鲁伊安;凯丽·费雪;克丽丝特尔·克拉克;多姆纳尔·格里森;安东尼·丹尼尔斯;黛茜·雷德利;格雷戈·格伦伯格;基兰·沙赫;麦茜·理查德森·塞..;亚当·德赖弗;,华夏电影发行有限责任公司;Walt Disney Studios Motion Pictures ;中国电影集团公司;,坏机器人;卢卡斯电影有限公司;Truenorth Productions ;美国坏机器人制片公司;,j·j·艾布拉姆斯;,,82538.7,1,1
星空,,2013/1/28,徐娇;曾江;刘若英;蔡淑臻;石头;庾澄庆;桂纶镁;林晖闵;,华谊兄弟传媒股份有限公司;中影集团数字电影院线有限公司;,华谊兄弟传媒股份有限公司;汤臣国际娱乐发行有限公司;富兰克林文创创业投资股份有限公司;原子映象有限公司;,林书宇;,,1436.810000,2,2
星语心愿之再爱,爱情,2015/9/11,王传君;董维嘉;陈亦飞;李佑晨;蓝格;吴岱融;戚九洲;,上海腾讯企鹅影业文化传播有限公司;北京无问西东文化传媒有限公司;嘉禾国产电影发行（深圳）有限公司;宁波枫海传媒科技股份有限公司;,深圳市腾讯视频文化传播有限公司;北京橙天嘉禾影视制作有限公司;深圳市深影橙天院线有限公司;一三一四摇篮影视文化传媒;上海米九影视文化有限公司;,邓科;,,521.4,1,1
星际穿越,科幻/冒险/亲情/悬疑,2014/11/12,艾伦·波斯蒂恩;安妮·海瑟薇;马修·麦康纳;比尔·欧文;迈克尔·凯恩;杰西卡·查斯坦;卡西·阿弗莱克;托弗·戈瑞斯;约翰·利特高;伊莱耶斯·加贝尔;提莫西·查拉梅;蕾亚·凯恩斯;大卫·吉亚斯;利亚姆·迪肯森;大卫·奥伊罗;克里斯蒂安·范·德..;威廉·德瓦内;威廉·帕特里克·布朗;马龙·桑德斯;安德鲁·波尔巴;杰夫·海普纳;柯莱特·沃尔芙;马特·达蒙;麦肯芝·弗依;韦斯·本特利;弗兰西斯·x·麦卡锡;,派拉蒙影业公司;华夏电影发行有限责任公司;,派拉蒙影业公司;安培林娱乐;传奇影业;,克里斯托弗·诺兰;,,75537.4,1,1
星际迷航3：超越星辰,科幻/动作/冒险,2016/9/2,克里斯·派恩;扎克瑞·昆图;佐伊·索尔达娜;西蒙·佩吉;索菲亚·宝特拉;索瑞·安达斯鲁;约翰·赵;安东·尤金;卡尔·厄本;伊德瑞斯·艾尔巴;约瑟夫·盖特;狄普·罗伊;乔·塔斯利姆;莉迪亚·威尔逊;安东·叶利钦;,派拉蒙影业公司;United International Pictures (UIP) ;华夏电影发行有限责任公司;Paramount Pictures ;Universal Pictures International (UPI) ;Universal Pictures International ;Andes Films ;NOS Audiovisuais ;Sony Pictures Releasing ;T?wa Pictures ;Paramount Pictures (Australia) P,派拉蒙影业公司;坏机器人;阿里巴巴影业集团有限公司;Skydance Productions ;华桦传媒;5150 Action ;阿里影业;Perfect Storm Entertainment ;Sneaky Shark ;天空之舞制片公司;完美风暴娱乐;美国坏机器人制片公司;美国派拉蒙影业公司;美国天空之舞制片公司;美国完美风暴娱乐公司;美国狡猾鲨鱼制片公司;,林诣彬;,j·j·艾布拉姆斯;大卫·埃利森;罗伯托·奥奇;布莱恩·伯克;达娜·哥德伯格;jeffrey chernov;汤米·哈珀;ron ames;lindsey weber;,35635.26,1,1
星际迷航：暗黑无界,科幻/动作/冒险,2013/5/28,本尼迪克特·康伯巴奇;西蒙·佩吉;扎克瑞·昆图;佐伊·索尔达娜;爱丽丝·伊芙;卡尔·厄本;克里斯·派恩;汤姆·阿齐迪肯;安东·尤金;约翰·赵;彼得·威勒;布鲁斯·格林伍德;,华夏电影发行有限责任公司;,派拉蒙影业公司;坏机器人;,j·j·艾布拉姆斯;,,35320.1,1,1
春娇与志明,,2013/1/14,黄晓明;徐峥;郝蕾;王太利;谷德昭;郑伊健;邵音音;余文乐;彭浩翔;杨千嬅;谷祖琳;田蕊妮;詹瑞文;司徒慧焯;陈逸宁;王馨平;尹志文;曾国祥;,广州美亚华天下电影发行有限公司;,香港寰亚电影有限公司;中影寰亚音像制品有限公司;正在电影制作有限公司;,彭浩翔;,,7047.720000,2,2
晚秋,,2013/12/30,汤唯;金俊成;玄彬;艾尔西亚·德尔默;,星美(北京)影业有限公司;华夏电影发行有限责任公司;,宝蓝电影制作有限公司;M&FC ;North by Northwest Entertainment ;电影工作室有限公司;,金泰勇;,,6505.380000,2,2
智取威虎山(动画版),,2013/4/13,,,上海美术电影制片厂;牡丹江新闻传媒集团;,陈志宏;,,206.690000,2,2
智取威虎山3D,动作/战争/冒险,2014/12/23,张涵予;佟丽娅;余男;释延能;杜奕衡;陈晓;韩庚;谢苗;林更新;梁家辉;韩飞行;海一天;肖轶;王尧;杨一威;吴旭东;孙蛟龙;元武;程思寒;张永达;张立;,华夏电影发行有限责任公司;五洲电影发行有限公司;北京三快在线科技有限公司;,八一电影制片厂;国家新闻出版广电总局电影卫星频道节目制作中心;华夏电影发行有限责任公司;合一影业有限公司;博纳影视娱乐有限公司;上海三次元影视传媒有限公司;万达影视传媒有限公司;,徐克;,,88285.7,1,1
暗剑,战争,2015/12/15,纪宁;黄一飞;玛丽昂·歌迪亚;刘惠;,,安徽传智文化传媒有限公司;阜阳市传媒业商会;,谢军;,,0,1,1
暗恋99天,爱情,2013/1/11,赵柯;森美;邓丽欣;阮小仪;苏耀宗;王志安;陈僖仪;杨诗敏;黄宗泽;,华夏电影发行有限责任公司;星光联盟文化发展（北京）有限公司;,星光联盟文化发展（北京）有限公司;北京溢通导明文化传播有限公司;太阳娱乐文化有限公司;,火火;,,703.5,1,1
暗杀,动作/犯罪/历史,2015/9/17,河正宇;全智贤;金义成;李璟荣;曹承佑;崔德文;朴炳垠;吴达洙;李政宰;赵震雄;,华夏电影发行有限责任公司;,秀宝;,崔东勋;,,4697.9,1,1
暴疯语,惊悚/悬疑,2015/4/3,黄晓明;叶璇;冼色丽;刘青云;鲍起静;薛凯琪;诗雅;孙佳君;毛俊辉;方中信;,,香港银都机构有限公司;,李光耀;,,4488.6,1,1
暴走吧，女人,爱情/冒险/励志,2013/3/8,王莎莎;李斯丹妮;范逸臣;钟欣怡;范文芳;刘添月;,,上海麦丹影视文化有限公司;杭州年糕文化艺术策划有限公司;上海荣仕广告有限公司;,董董;,,199.5,1,1
暴走神探,喜剧/动作/爱情/悬疑/犯罪,2015/1/16,高捷;刘仪伟;杜海涛;赵立新;杨洋;周冬雨;杨子姗;郭秋成;阮经天;晋松;,乐视影业（北京）有限公司;,无限映画电影制作有限公司;乐视影业（北京）有限公司;,罗卓瑶;,,2456,1,1
暴躁天使,爱情/励志,2013/11/22,张旭;李治中;张钰瑞琦;苏妙玲;张荠家;裘恩典;黄孝传;,,北京锋尚锐志文化传媒有限公司;峨眉电影集团有限公司;,赵晔;,,127,1,1
曼德拉,纪录片/传记/历史,2014/7/18,戴恩·罗茨;托尼·戈罗奇;特瑞·菲托;法纳·莫科纳;马克·埃尔德金;娜奥米·哈里斯;戴斯蒙·图图;罗伯特·胡布斯;伊德瑞斯·艾尔巴;,华夏电影发行有限责任公司;,Pathé ;,贾斯汀·查德维克;,,68,1,1
最佳嫌疑人,喜剧/悬疑,2014/4/18,刘桦;王迅;岳小军;由立平;林俊贤;苏有朋;陈乔恩;柯俊雄;李元鹏;矢野浩二;洪晓熙;,山海童蒙文化传媒有限公司;凤凰传奇影业有限公司;象山枫海传媒科技有限公司;重庆蓝海世纪影业有限公司;广州星伯乐文化传播有限公司;爱微笑文化传媒（北京）有限公司;,北京南海影业公司;重庆中闻凯帝影视传媒有限公司;重庆费洛蒙影视文化传播有限公司;北京艺鸿天成文化传媒有限公司;,张承;,,884,1,1
最后的巫师猎人,动作/冒险,2016/1/15,范·迪塞尔;约瑟夫·吉尔甘;迈克尔·凯恩;琼·瓦勒拉;伊利亚·伍德;道恩·奥利弗瑞;蒂凡妮·桑德尔·麦..;奥拉弗·达里·奥拉..;伊萨赫·德·班克尔;丽纳·欧文;洛特·弗贝克;迪索·拉莫斯;萝斯·莱斯利;威廉·卡尼亚;,Concorde Filmverleih ;Independent Films ;Ascot Elite Entertainment Group ;Cathay-Keris Films ;Pioneer Films ;Constantin Film Verleih ;Mongkol Major ;Entertainment One ;SND Films ;Cuvision ;bf Distribution ;Joyncontents Group ;Moments Entertainment ;顶峰娱乐公司,狮门影业公司;电广传媒影业(北京)有限公司;One Race Films ;Aperture Entertainment ;NeoReel ;顶峰娱乐公司;Atmosphere Entertainment MM ;,布瑞克·埃斯纳尔;,,17982.9,1,1
最强囍事2011,,2012/12/31,刘嘉玲;李香琴;闫妮;薛家燕;程前;杨颖;熊黛林;谢楠;阿朵;黄百鸣;古天乐;杜汶泽;郑中基;陈果;鲍起静;叶伟信;邓丽欣;谷祖琳;江欣燕;曾华倩;夏春秋;李曼筠;甄子丹;张柏芝;谭凯琪;陈曼娜;诸葛梓岐;汪圆圆;贾晓晨;,,北京光线影业有限公司;香港天马电影出品有限公司;安徽电影集团（安徽电影制片厂）;,陈庆嘉;秦小珍;,,16714.780000,2,2
